0.000000	0.000000
0.000051	19.411000
0.000102	18.073000
0.000153	16.984000
0.000204	16.984000
0.000255	16.984000
0.000307	18.910000
0.000358	19.551000
0.000409	20.420000
0.000460	21.597000
0.000511	22.557000
0.000562	23.299000
0.000613	23.849000
0.000664	24.224000
0.000715	24.558000
0.000766	24.861000
0.000817	25.102000
0.000868	25.363000
0.000920	25.454000
0.000971	25.486000
0.001022	25.525000
0.001073	25.528000
0.001124	25.520000
0.001175	25.503000
0.001226	25.502000
0.001277	25.497000
0.001328	25.472000
0.001379	25.483000
0.001430	25.461000
0.001481	25.451000
0.001533	25.409000
0.001584	25.362000
0.001635	25.308000
0.001686	25.202000
0.001737	25.111000
0.001788	25.013000
0.001839	24.938000
0.001890	24.862000
0.001941	24.785000
0.001992	24.707000
0.002043	24.622000
0.002094	24.546000
0.002146	24.469000
0.002197	24.395000
0.002248	24.295000
0.002299	24.223000
0.002350	24.154000
0.002401	24.089000
0.002452	24.027000
0.002503	23.938000
0.002554	23.900000
0.002605	23.816000
0.002656	23.738000
0.002707	23.686000
0.002759	23.634000
0.002810	23.588000
0.002861	23.561000
0.002912	23.514000
0.002963	23.471000
0.003014	23.451000
0.003065	23.410000
0.003116	23.393000
0.003167	23.356000
0.003218	23.321000
0.003269	23.287000
0.003320	23.255000
0.003372	23.224000
0.003423	23.196000
0.003474	23.169000
0.003525	23.143000
0.003576	23.118000
0.003627	23.095000
0.003678	23.072000
0.003729	23.049000
0.003780	23.028000
0.003831	23.007000
0.003882	22.989000
0.003933	22.970000
0.003985	22.954000
0.004036	22.939000
0.004087	22.924000
0.004138	22.911000
0.004189	22.895000
0.004240	22.882000
0.004291	22.869000
0.004342	22.856000
0.004393	22.843000
0.004444	22.832000
0.004495	22.820000
0.004547	22.808000
0.004598	22.798000
0.004649	22.788000
0.004700	22.779000
0.004751	22.767000
0.004802	22.757000
0.004853	22.746000
0.004904	22.737000
0.004955	22.727000
0.005006	22.717000
0.005057	22.707000
0.005108	22.696000
0.005160	22.687000
0.005211	22.678000
0.005262	22.668000
0.005313	22.660000
0.005364	22.651000
0.005415	22.644000
0.005466	22.637000
0.005517	22.629000
0.005568	22.621000
0.005619	22.614000
0.005670	22.608000
0.005721	22.604000
0.005773	22.599000
0.005824	22.595000
0.005875	22.589000
0.005926	22.587000
0.005977	22.583000
0.006028	22.580000
0.006079	22.577000
0.006130	22.575000
0.006181	22.570000
0.006232	22.569000
0.006283	22.564000
0.006334	22.562000
0.006386	22.558000
0.006437	22.553000
0.006488	22.550000
0.006539	22.546000
0.006590	22.545000
0.006641	22.540000
0.006692	22.537000
0.006743	22.534000
0.006794	22.530000
0.006845	22.527000
0.006896	22.523000
0.006947	22.520000
0.006999	22.517000
0.007050	22.513000
0.007101	22.509000
0.007152	22.507000
0.007203	22.501000
0.007254	22.499000
0.007305	22.495000
0.007356	22.491000
0.007407	22.488000
0.007458	22.486000
0.007509	22.483000
0.007560	22.479000
0.007612	22.476000
0.007663	22.473000
0.007714	22.473000
0.007765	22.470000
0.007816	22.470000
0.007867	22.468000
0.007918	22.465000
0.007969	22.463000
0.008020	22.462000
0.008071	22.463000
0.008122	22.461000
0.008173	22.460000
0.008225	22.460000
0.008276	22.460000
0.008327	22.460000
0.008378	22.460000
0.008429	22.458000
0.008480	22.458000
0.008531	22.457000
0.008582	22.456000
0.008633	22.454000
0.008684	22.453000
0.008735	22.452000
0.008787	22.452000
0.008838	22.450000
0.008889	22.449000
0.008940	22.446000
0.008991	22.443000
0.009042	22.440000
0.009093	22.436000
0.009144	22.433000
0.009195	22.429000
0.009246	22.425000
0.009297	22.423000
0.009348	22.420000
0.009400	22.420000
0.009451	22.416000
0.009502	22.416000
0.009553	22.414000
0.009604	22.412000
0.009655	22.408000
0.009706	22.392000
0.009757	22.367000
0.009808	22.364000
0.009859	22.388000
0.009910	22.362000
0.009961	22.390000
0.010013	22.362000
0.010064	22.356000
0.010115	22.362000
0.010166	22.243000
0.010217	22.133000
0.010268	24.270000
0.010319	29.881000
0.010370	32.009000
0.010421	33.485000
0.010472	34.617000
0.010523	35.574000
0.010574	36.358000
0.010626	36.991000
0.010677	37.517000
0.010728	37.975000
0.010779	38.387000
0.010830	38.726000
0.010881	39.028000
0.010932	39.304000
0.010983	39.547000
0.011034	39.783000
0.011085	40.064000
0.011136	40.403000
0.011187	40.797000
0.011239	43.042000
0.011290	43.556000
0.011341	44.012000
0.011392	44.389000
0.011443	44.687000
0.011494	44.957000
0.011545	45.152000
0.011596	45.310000
0.011647	45.470000
0.011698	45.573000
0.011749	45.679000
0.011800	45.778000
0.011852	45.873000
0.011903	45.964000
0.011954	46.042000
0.012005	46.116000
0.012056	46.189000
0.012107	46.249000
0.012158	46.302000
0.012209	46.356000
0.012260	46.361000
0.012311	46.354000
0.012362	46.282000
0.012414	46.203000
0.012465	46.071000
0.012516	45.940000
0.012567	45.809000
0.012618	45.678000
0.012669	45.547000
0.012720	45.416000
0.012771	45.285000
0.012822	45.153000
0.012873	45.022000
0.012924	44.891000
0.012975	44.760000
0.013027	44.629000
0.013078	44.498000
0.013129	44.367000
0.013180	44.235000
0.013231	44.104000
0.013282	43.973000
0.013333	43.842000
0.013384	43.711000
0.013435	43.580000
0.013486	43.449000
0.013537	43.317000
0.013588	43.186000
0.013640	43.055000
0.013691	42.924000
0.013742	42.793000
0.013793	42.662000
0.013844	42.531000
0.013895	42.400000
0.013946	42.179000
0.013997	41.891000
0.014048	41.669000
0.014099	41.462000
0.014150	41.362000
0.014201	41.202000
0.014253	41.110000
0.014304	41.046000
0.014355	41.027000
0.014406	40.957000
0.014457	40.836000
0.014508	40.770000
0.014559	40.724000
0.014610	40.670000
0.014661	40.584000
0.014712	40.532000
0.014763	40.474000
0.014814	40.407000
0.014866	40.338000
0.014917	40.285000
0.014968	40.233000
0.015019	40.172000
