0.000000000000000000e+00,4.755167322834645915e+01
1.601281024819855778e-02,4.755167322834645915e+01
3.202562049639711556e-02,4.755167322834645915e+01
4.803843074459566986e-02,4.755167322834645915e+01
6.405124099279423111e-02,4.755167322834645915e+01
8.006405124099279236e-02,4.755167322834645915e+01
9.607686148919133973e-02,4.755167322834645915e+01
1.120896717373899010e-01,4.755167322834645915e+01
1.281024819855884622e-01,4.755167322834645915e+01
1.441152922337870235e-01,4.755167322834645915e+01
1.601281024819855847e-01,4.755167322834645915e+01
1.761409127301841460e-01,4.755167322834645915e+01
1.921537229783826795e-01,4.755167322834645915e+01
2.081665332265812407e-01,4.755167322834645915e+01
2.241793434747798019e-01,4.755167322834645915e+01
2.401921537229783632e-01,4.755167322834645915e+01
2.562049639711769244e-01,4.755167322834645915e+01
2.722177742193754857e-01,4.755167322834645915e+01
2.882305844675740469e-01,4.755167322834645915e+01
3.042433947157726082e-01,4.755167322834645915e+01
3.202562049639711694e-01,4.755167322834645915e+01
3.362690152121697307e-01,4.755167322834645915e+01
3.522818254603682919e-01,4.755167322834645915e+01
3.682946357085668532e-01,4.755167322834645915e+01
3.843074459567653589e-01,4.755167322834645915e+01
4.003202562049639202e-01,4.755167322834645915e+01
4.163330664531624814e-01,4.755167322834645915e+01
4.323458767013610426e-01,4.755167322834645915e+01
4.483586869495596039e-01,4.755167322834645915e+01
4.643714971977581651e-01,4.755167322834645915e+01
4.803843074459567264e-01,4.755167322834645915e+01
4.963971176941552876e-01,4.755167322834645915e+01
5.124099279423538489e-01,4.755167322834645915e+01
5.284227381905524101e-01,4.755167322834645915e+01
5.444355484387509714e-01,4.755167322834645915e+01
5.604483586869495326e-01,4.755167322834645915e+01
5.764611689351480939e-01,4.755167322834645915e+01
5.924739791833466551e-01,4.755167322834645915e+01
6.084867894315452164e-01,4.755167322834645915e+01
6.244995996797437776e-01,4.755167322834645915e+01
6.405124099279423389e-01,4.755167322834645915e+01
6.565252201761409001e-01,4.755167322834645915e+01
6.725380304243394614e-01,4.755167322834645915e+01
6.885508406725380226e-01,4.755167322834645915e+01
7.045636509207365838e-01,4.755167322834645915e+01
7.205764611689351451e-01,4.755167322834645915e+01
7.365892714171337063e-01,4.755167322834645915e+01
7.526020816653322676e-01,4.755167322834645915e+01
7.686148919135307178e-01,4.755167322834645915e+01
7.846277021617292791e-01,4.755167322834645915e+01
8.006405124099278403e-01,4.755167322834645915e+01
8.166533226581264016e-01,4.755167322834645915e+01
8.326661329063249628e-01,4.755167322834645915e+01
8.486789431545235241e-01,4.755167322834645915e+01
8.646917534027220853e-01,4.755167322834645915e+01
8.807045636509206465e-01,4.755167322834645915e+01
8.967173738991192078e-01,4.755167322834645915e+01
9.127301841473177690e-01,4.755167322834645915e+01
9.287429943955163303e-01,4.755167322834645915e+01
9.447558046437148915e-01,4.755167322834645915e+01
9.607686148919134528e-01,4.755167322834645915e+01
